Origin,Activity ID,Vespa Category,Activity Name_en,Activity Name_cy,Month,Book,Activity Slides_en,Activity PDF_en,Activity Slides_cy,Activity PDF_cy,Welsh,Record ID
VESPA Handbook,203,Practice,Cog P vs Cog A,Cog P vs Cog A,May,VESPA Handbook,"<iframe src=""https://www.vespa.academy/assets/VESPAResources/VESPAHandbook/PRACTICE/cogpvscoga/slides.html"" width=""576"" height=""420"" title=""PRACTICE - Cog P vs Cog A"" allowfullscreen>
</iframe>
<hr style=""height:2px;background-color:#FFA500;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/VESPAHandbookPdfs/PRACTICE/PRACTICE%20-%20Cog%20P%20v%20Cog%20A%28editable%29.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,66cb9078ae5c8a02d6165098
VESPA Handbook,202,Practice,Test your Future Self,Profi dy Hunan yn y Dyfodol,April,VESPA Handbook,"<iframe src=""https://www.vespa.academy/assets/VESPAResources/VESPAHandbook/PRACTICE/testyourfutureself/slides.html"" width=""576"" height=""420"" title=""PRACTICE - Test your Future Self"" allowfullscreen>
</iframe>
<hr style=""height:2px;background-color:#FFA500;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/VESPAHandbookPdfs/PRACTICE/PRACTICE%20-%20Test%20your%20future%20self%28editable%29.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,66cb9078ae5c8a02d6165091
GCSE Mindset,37,Effort,25min Sprints,Sbrintiau 25 Munud,February,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSfqvWrZBsH6QkVgE6bC8a3XeiL00S4ym_uOTshtZRV_A6Usd2GtDDosLzHep1j3pPghPBMTqTg412H/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#a4c2f4;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/EFFORT - 25min Sprints.pdf"" target=""_blank""><span style=""color:rgb(31, 73, 125)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#a4c2f4;border:none"" />",,,,No,607ae12bb9af42001b0d5c9c
GCSE Mindset,36,Effort,Packing My Bags,Pacio Fy Magiau,February,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRjUpAVmyCKn-98aAKR_TX4dCXnovmWSvo535f7-gLUWFo8X4vTLSkMledVDKQpq19JQG9LKjXCwk2k/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#a4c2f4;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/EFFORT - Packing Bags.pdf"" target=""_blank""><span style=""color:rgb(31, 73, 125)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#a4c2f4;border:none"" />",,,,No,607ae0f6585f77001bc1b122
GCSE Mindset,35,Effort,The Effort Thermometer,Thermomedr Ymdrech,February,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vShsztw01l203KvNWPleTjl6iRzDjqNaTHAqU2aKA9egN6G1rAjGCGsEuZlvxFO8HciroylTPu9fvf_/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#a4c2f4;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/EFFORT - Effort Thermometer.pdf"" target=""_blank""><span style=""color:rgb(31, 73, 125)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#a4c2f4;border:none"" />",,,,No,607ae0cc76f731001b3b2d90
GCSE Mindset,34,Attitude,Managing Reactions to Feedback,Rheoli Ymatebion i Adborth,January,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSc54SbkQxlU-PzvepVHw1fmVM6VZwA7Woh60rYjuxWrEa3Fsh1cFu7OxEajQppiB484wyHZWVbuXea/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#ff769c;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/ATTITUDE - Managing Reactions.pdf"" target=""_blank""><span style=""color:rgb(192, 80, 77)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#ff769c;border:none"" />",,,,No,607ae00b76f731001b3b2ced
GCSE Mindset,33,Systems,The bottom left,Y Gwaelod Chwith,January,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQM9W8U8NLmwiDF0DwplbAMgLfQIordcTamQfCv_BPwukcwgEEHKm4WHf2LSYHM8-hP26IMrzSFNFcY/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#aad950;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/SYSTEMS - The Bottom Left.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607adfb477a5c5001bd41a42
GCSE Mindset,32,Attitude,The Battery,Y Batri,November,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vTGfCnsMZQw82pp-xnjNzJQjJapiGQwB1m2D4iXC2HlqC3WR4IyK3cDejvbm5ns1R4SjYXuB9sQYF7i/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#ff769c;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/ATTITUDE - The Battery.pdf"" target=""_blank""><span style=""color:rgb(192, 80, 77)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#ff769c;border:none"" />",,,,No,607adf83f8ed44001c7b3887
GCSE Mindset,31,Vision,Ten year grid,Grid Deng Mlynedd,January,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRivCbwxHgNMUkFLQj3t-OPLbblCVpcPVXp6Qtc92NRA75X0iT-0KhaXZPBdOJKCVtOInrrCDs0gl7x/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/VISION - 10 Year Grid.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,607adf4ef8ed44001c7b385a
GCSE Mindset,30,Vision,Five Roads,Pum Ffordd,January,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vR0fqNvdSUz9vr8HL4hgbuE1hzMHypEhdtXvFlydBYFxXDmVrGCHQMleEn6zXGmSyq0gqB_BFC9ydNT/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/VISION - Five Roads.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,607aded8f8ed44001c7b37f1
GCSE Mindset,29,Vision,Setting a personal best,Gosod Gorau Personol,December,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRKpMPyBbgXjOalk-qNwx1IwdMkvNxFakj63fcq-ACAnyvLLufKJCwphpAHl6kUC1qfE7v4TQezjJ3E/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/VISION - Personal Best.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,607adcfbb9af42001b0d58b0
GCSE Mindset,28,Vision,Success leaves clues,Mae Llwyddiant yn Gadael Cliwiau,December,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQmfjj30DT3mee5bA6EvBv9Wit7v-28NcZits6TZcuSk3fsUw1pO4uAJ3HYabPBTq27hLRQqCA9XHzK/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/VISION - Success leaves Clues.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,607adccdb9af42001b0d5885
VESPA Handbook,201,Practice,Verbal Recaps,Crynodebau Llafar,March,VESPA Handbook,"<iframe src=""https://www.vespa.academy/assets/VESPAResources/VESPAHandbook/PRACTICE/verbalrecaps/slides.html"" width=""576"" height=""420"" title=""PRACTICE - Verbal Recaps"" allowfullscreen>
</iframe>
<hr style=""height:2px;background-color:#FFA500;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/VESPAHandbookPdfs/PRACTICE/PRACTICE%20-%20Verbal%20Recaps%28editable%29.pdff"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,66cb9078ae5c8a02d616508a
GCSE Mindset,26,Effort,Three how's of independent work,Tri 'Sut' Gwaith Annibynnol,December,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQRJfus_kkFXeprjMEDjxicLa1LcUwAn4MJpi8YaObOjl6jUSoH03mjj_hadEz2_akH9sqrhDVsuSJH/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#a4c2f4;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/EFFORT - 3 How's of Independent Work.pdf"" target=""_blank""><span style=""color:rgb(31, 73, 125)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#a4c2f4;border:none"" />",,,,No,607adc19585f77001bc1abe0
VESPA Handbook,200,Practice,Closed Book Notetaking,Gwneud Nodiadau Llyfr Caeedig,Febuary,VESPA Handbook,"<iframe src=""https://www.vespa.academy/assets/VESPAResources/VESPAHandbook/PRACTICE/closedbooknotetaking/slides.html"" width=""576"" height=""420"" title=""PRACTICE - Closed Book Notetaking"" allowfullscreen>
</iframe>
<hr style=""height:2px;background-color:#FFA500;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/VESPAHandbookPdfs/PRACTICE/PRACTICE%20-%20Closed%20Book%20Notetaking%28editable%29.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,66cb9078ae5c8a02d6165083
GCSE Mindset,24,Effort,Looking under rocks,Edrych o Dan Gerrig,November,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRaCv7FIthaDI0YXv01CdwviGn5r0mYbnPNroUPDhjrc8fn4vD84CrJ54ppputXR3s5Jir4OInCmn_v/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#a4c2f4;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/EFFORT - Looking under Rocks.pdf"" target=""_blank""><span style=""color:rgb(31, 73, 125)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#a4c2f4;border:none"" />",,,,No,607ada68585f77001bc1aa47
GCSE Mindset,23,Attitude,Network Audits,Archwiliadau Rhwydwaith,November,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRrd1s67cu4ltetaErle4jFmhehdyrflRV-eeInGVJ2UlfM2morwMSb1O7cmwAl7qtV9N9pXFxXkfmD/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#ff769c;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/ATTITUDE - Network Audits.pdf"" target=""_blank""><span style=""color:rgb(192, 80, 77)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#ff769c;border:none"" />",,,,No,607ada3f76f731001b3b2683
GCSE Mindset,22,Systems,Three types of attention,Tri Math o Sylw,November,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vTLLLJ9rjIqyS3n0HXKTVxhhckJv6oUdWEld01I1z5zwTwLrfmUCPGc0lyclWzO14ZBKzOGlH2WsDXY/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#aad950;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/SYSTEMS - 3 Types of Attention.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607ada05585f77001bc1a9e1
VESPA Handbook,199,Practice,High & Low Utility,Defnyddioldeb Uchel ac Isel,January,VESPA Handbook,"<iframe src=""https://www.vespa.academy/assets/VESPAResources/VESPAHandbook/PRACTICE/high%26lowutility/slides.html"" width=""576"" height=""420"" title=""PRACTICE - High & Low Utility"" allowfullscreen>
</iframe>
<hr style=""height:2px;background-color:#FFA500;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/VESPAHandbookPdfs/PRACTICE/PRACTICE%20-%20High%20and%20Low%20Utility%28editable%29.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,66cb9078ae5c8a02d616507c
GCSE Mindset,20,Vision,VISION - Grit,GWELEDIGAETH - Grit,October,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRV5HHBVTUm08jtcQ_fqzhsQda4JGh4CPC-NcyBCGETuzEbfkg3GwKUoZ3dqKptw0VW5CnnIwD--EwS/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/VISION - Grit.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,607ad011841fde001b9e003a
GCSE Mindset,19,Systems,Chunking Steps,Torri Camau'n Ddarnau,October,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRJgmoGj_rsssC515sC2idyJT4XNjjQlvqaiDHeBXnJwtm2_z6UvuO-J2DetRR4jvTeLuUlk_FQUDPQ/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#aad950;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/SYSTEMS - Chunking Steps.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607acfdb841fde001b9dfffc
GCSE Mindset,18,Vision,The Rule of Three,Rheol Tri,October,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRe9rBebLx2Q1_OUUUFYZaucGf4FzuuklTSJiVjDse9IpwzrF9FRezFdrItnNLWRhc5GVPYBmRdq6au/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/VISION - Rule of 3.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,607767e7ef7b4f001cd281ab
GCSE Mindset,17,Systems,The Weekly Planner,Y Cynlluniwr Wythnosol,October,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vTPJC2wVt5bHjmgk4sW4fmNncRPxZTUed3iecuUVlqzE_AalWJJL3ah9vGtQDKkCZjWU_AdgsrM6gM7/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#aad950;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/SYSTEMS - Weekly Planner.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607767d4a41503001b5a55cb
GCSE Mindset,16,Vision,The Roadmap,Y Map Ffordd,October,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRWycHafKgmAylZyUhA0lZf06v4VSj9a9LZsXuuC7hwufBYV9ycWwXaxRBHEGrcBJ5ZvKT0pV_dQFJk/embed?start=false&loop=false&delayms=3000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/VISION - Roadmap.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,607767a0d66606001b48d065
GCSE Mindset,15,Attitude,Growth Mindset,Meddylfryd Twf,September,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vS-vAsz7shnuyxuoV7WvyWX1p_ZNdS5ZGz9kpBR0KE6JPm3ijOWo5M8b_jNoMG3_CE0-n1BSvcTtyD2/embed?start=false&loop=false&delayms=3000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#ff769c;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/ATTITUDE - Growth Mindset.pdf"" target=""_blank""><span style=""color:rgb(192, 80, 77)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#ff769c;border:none"" />",,,,No,60776785f1b3ad001b530a15
GCSE Mindset,14,Effort,Mission & Medal,Cenhadaeth a Medal,September,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSkXyL3t0pTiA3CeAkymS70ewKmnasjllb8D2k30F8QdEApqVg31-wqnIm6k61CGViILHmdulNQnow7/embed?start=false&loop=false&delayms=3000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#a4c2f4;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/EFFORT - Mision & Medal.pdf"" target=""_blank""><span style=""color:rgb(31, 73, 125)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#a4c2f4;border:none"" />",,,,No,60776765a41503001b5a558e
GCSE Mindset,13,Vision,Personal Compass,Cwmpawd Personol,September,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vTJPz5IJVQAUIhsbm_WPn7Jje7mOw1RSBIHez7uKvzqeFdjYBoB52f_tqPP5fOEtG_BNctteymNgpMe/embed?start=false&loop=false&delayms=3000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/VISION - Personal Compass.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,6077674ef1b3ad001b5309f9
GCSE Mindset,12,Vision,Motivation Diamond,Diemwnt Cymhelliant,September,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSzUcBZNdXVUjJLf_cf_rc3Kmpf-0LjfUImi8CfcEX5baMJ0pXD4ceGqdiMx1y-WkzNTlgik74Llo6z/embed?start=false&loop=false&delayms=3000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/VISION - MotivationD.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,607766eed66606001b48d001
